instructie;en;nl;af;sq;am;ar;hy;as;az;eu;bn;my;bs;bg;ca;zh;da;de;et;fo;fi;fr;gl;ka;el;gu;he;hi;hu;ga;is;id;it;ja;kn;kk;km;ko;hr;lo;lv;lt;mk;ms;ml;mr;mn;ne;no;uk;or;ug;uz;fa;pl;pt;pa;ro;ru;sr;si;sk;sl;es;sw;ta;te;th;bo;cs;tr;ur;vi;cy;be;zu;sv;catalog;key;variation
Streef naar ± 11 tekens (UI-ruimte).;Added.;Toegevoegd.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Toegevoegd.;
Streef naar ± 34 tekens (UI-ruimte).;Move future items too?;Toekomstige items ook verplaatsen?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Toekomstige items ook verplaatsen?;
Streef naar ± 19 tekens (UI-ruimte).;Dismiss Keyboard;Toetsenbord sluiten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Toetsenbord sluiten;
Streef naar ± 12 tekens (UI-ruimte).;Show Details;Toon details;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Toon details;
Streef naar ± 28 tekens (UI-ruimte).;Show Holidays in Overview;Toon feestdagen in overzicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Toon feestdagen in overzicht;
Streef naar ± 14 tekens (UI-ruimte).;Show in widget;Toon in widget;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Toon in widget;
Streef naar ± 41 tekens (UI-ruimte).;Also show previously deleted items;Toon ook items die eerder zijn verwijderd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Toon ook items die eerder zijn verwijderd;
Streef naar ± 19 tekens (UI-ruimte).;Show Next Date;Toon volgende datum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Toon volgende datum;
Streef naar ± 6 tekens (UI-ruimte).;Second;Tweede;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Tweede;
Streef naar ± 4 tekens (UI-ruimte). Mogelijk niet vertalen (merknaam/symbool/getal).;Type;Type;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Type;
Streef naar ± 10 tekens (UI-ruimte).;Expanded;Uitgeklapt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Uitgeklapt;
Streef naar ± 20 tekens (UI-ruimte).;Finished help;Uitleg over Afgerond;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Uitleg over Afgerond;
Streef naar ± 18 tekens (UI-ruimte).;Calendar help;Uitleg over Agenda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Uitleg over Agenda;
Streef naar ± 17 tekens (UI-ruimte).;Tasks help;Uitleg over Taken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Uitleg over Taken;
Streef naar ± 23 tekens (UI-ruimte).;Recurring help;Uitleg over herhalingen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Uitleg over herhalingen;
Streef naar ± 7 tekens (UI-ruimte).;Today;Vandaag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Vandaag;
Streef naar ± 16 tekens (UI-ruimte).;Today & tomorrow;Vandaag & morgen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Vandaag & morgen;
Streef naar ± 16 tekens (UI-ruimte).;Today + tomorrow;Vandaag + morgen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Vandaag + morgen;
Streef naar ± 14 tekens (UI-ruimte).;Fixed Interval;Vast interval;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Vast interval;
Streef naar ± 15 tekens (UI-ruimte).;Fixed schedule;Vaste regelmaat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Vaste regelmaat;
Streef naar ± 16 tekens (UI-ruimte).;Safety copy;Veiligheidskopie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Veiligheidskopie;
Streef naar ± 9 tekens (UI-ruimte).;Connected;Verbonden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Verbonden;
Streef naar ± 10 tekens (UI-ruimte).;Birthday;Verjaardag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Verjaardag;
Streef naar ± 9 tekens (UI-ruimte).;Move;Verplaats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Verplaats;
Streef naar ± 21 tekens (UI-ruimte).;Move calendar item;Verplaats agenda-item;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Verplaats agenda-item;
Streef naar ± 14 tekens (UI-ruimte).;Move item;Verplaats item;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Verplaats item;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@ (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 17 tekens (UI-ruimte).;Move to %@;Verplaats naar %@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Verplaats naar %@;
Streef naar ± 27 tekens (UI-ruimte).;Move to another date;Verplaats naar andere datum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Verplaats naar andere datum;
Streef naar ± 15 tekens (UI-ruimte).;Move to:;Verplaats naar:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Verplaats naar:;
Streef naar ± 26 tekens (UI-ruimte).;Move or delete;Verplaatsen of verwijderen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Verplaatsen of verwijderen;
Streef naar ± 24 tekens (UI-ruimte).;Exit Move Mode;Verplaatsmodus afsluiten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Verplaatsmodus afsluiten;
Streef naar ± 15 tekens (UI-ruimte).;Move Options;Verplaatsopties;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Verplaatsopties;
Streef naar ± 14 tekens (UI-ruimte).;Required field;Verplicht veld;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Verplicht veld;
Streef naar ± 9 tekens (UI-ruimte).;Delete;Verwijder;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Verwijder;
Streef naar ± 30 tekens (UI-ruimte).;Delete all finished tasks;Verwijder alle afgeronde taken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Verwijder alle afgeronde taken;
Streef naar ± 15 tekens (UI-ruimte).;Delete group;Verwijder groep;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Verwijder groep;
Streef naar ± 19 tekens (UI-ruimte).;Delete Recurrence;Verwijder herhaling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Verwijder herhaling;
Streef naar ± 17 tekens (UI-ruimte).;Deleted items;Verwijderde items;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Verwijderde items;
Streef naar ± 23 tekens (UI-ruimte).;Show Deleted Items;Verwijderde items tonen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Verwijderde items tonen;
Streef naar ± 11 tekens (UI-ruimte).;Delete;Verwijderen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Verwijderen;
Streef naar ± 19 tekens (UI-ruimte).;Deletion failed;Verwijderen mislukt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Verwijderen mislukt;
Streef naar ± 6 tekens (UI-ruimte).;Fourth;Vierde;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Vierde;
Streef naar ± 13 tekens (UI-ruimte).;Add item;Voeg item toe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Voeg item toe;
Streef naar ± 8 tekens (UI-ruimte).;Add;Voeg toe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Voeg toe;
Streef naar ± 19 tekens (UI-ruimte).;Add and continue;Voeg toe en ga door;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Voeg toe en ga door;
Streef naar ± 29 tekens (UI-ruimte).;Add and create another item;Voeg toe en maak nog een item;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Voeg toe en maak nog een item;
Behoud speciale tekens: …. Streef naar ± 26 tekens (UI-ruimte).;Loading the next 3 months…;Volgende 3 maanden laden…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Volgende 3 maanden laden…;
Streef naar ± 14 tekens (UI-ruimte).;Next date;Volgende datum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Volgende datum;
Streef naar ± 36 tekens (UI-ruimte).;Shift following recurrences too?;Volgende herhalingen meeverschuiven?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Volgende herhalingen meeverschuiven?;
Streef naar ± 39 tekens (UI-ruimte).;Following recurrences were shifted;Volgende herhalingen zijn meeverschoven;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Volgende herhalingen zijn meeverschoven;
Streef naar ± 13 tekens (UI-ruimte).;Next step;Volgende stap;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Volgende stap;
Streef naar ± 22 tekens (UI-ruimte).;Next search result;Volgende zoekresultaat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Volgende zoekresultaat;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@ (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 12 tekens (UI-ruimte).;Next: %@;Volgende: %@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Volgende: %@;
Streef naar ± 21 tekens (UI-ruimte).;Order and appearance;Volgorde en uiterlijk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Volgorde en uiterlijk;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@ (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 25 tekens (UI-ruimte).;Reorder %@;Volgorde van %@ aanpassen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Volgorde van %@ aanpassen;
Streef naar ± 25 tekens (UI-ruimte).;Full backup saved.;Volledige backup bewaard.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Volledige backup bewaard.;
Streef naar ± 22 tekens (UI-ruimte).;Create full backup;Volledige backup maken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Volledige backup maken;
Streef naar ± 128 tekens (UI-ruimte).;Each task shows how long it has been open. Tap that time to move the task to another category or to the calendar.;Voor elke taak staat hoelang die al openstaat. Tik daarop om de taak naar een andere categorie of naar de agenda te verplaatsen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Voor elke taak staat hoe lang die openstaat. Tik hierop om de taak naar een andere categorie of de kalender te verplaatsen.;
Streef naar ± 9 tekens (UI-ruimte).;Preview;Voorbeeld;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Voorbeeld;
Streef naar ± 26 tekens (UI-ruimte).;Action Button preview;Voorbeeld van de Actieknop;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Voorbeeld van de Actieknop;
Streef naar ± 11 tekens (UI-ruimte).;Prefix;Voorvoegsel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Voorvoegsel;
Streef naar ± 13 tekens (UI-ruimte).;Previous step;Vorige stap;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Vorige stap;
Streef naar ± 31 tekens (UI-ruimte).;Enter a valid birth year.;Vul een geldig geboortejaar in.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Vul een geldig geboortejaar in.;
Streef naar ± 46 tekens (UI-ruimte).;Enter a title to save this recurrence.;Vul een titel in om deze herhaling te bewaren.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Vul een titel in om deze herhaling te bewaren.;
Streef naar ± 4 tekens (UI-ruimte).;What;Wat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Wat;
Behoud speciale tekens: ’. Streef naar ± 30 tekens (UI-ruimte).;What don’t you want to forget?;Wat wil je niet vergeten?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Wat wil je niet vergeten?;
Streef naar ± 14 tekens (UI-ruimte).;Week Starts On;Week begint op;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Week begint op;
Streef naar ± 7 tekens (UI-ruimte).;Weekday;Weekdag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Weekdag;
Streef naar ± 21 tekens (UI-ruimte).;Weekday of a Month;Weekdag van een maand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Weekdag van een maand;
Streef naar ± 20 tekens (UI-ruimte).;Weekday of the month;Weekdag van de maand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Weekdag van maand;
Streef naar ± 14 tekens (UI-ruimte).;Week Numbering;Weeknummering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Weeknummering;
Streef naar ± 26 tekens (UI-ruimte).;Weather for future days;Weer bij toekomstige dagen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Weer bij toekomstige dagen;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@ (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 34 tekens (UI-ruimte).;Weather could not be loaded: %1$@;Weer kon niet worden geladen: %1$@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Weer kon niet worden geladen: %@;
Streef naar ± 8 tekens (UI-ruimte).;Display;Weergave;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Weergave;
Streef naar ± 16 tekens (UI-ruimte).;Weather location;Weerlocatie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Weerlocatie;
Streef naar ± 5 tekens (UI-ruimte).;Weeks;Weken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Weken;
Streef naar ± 5 tekens (UI-ruimte).;Which;Welke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Welke;
Streef naar ± 13 tekens (UI-ruimte).;Widget size;Widgetformaat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Widgetformaat;
Streef naar ± 3 tekens (UI-ruimte).;Who;Wie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Wie;
Streef naar ± 19 tekens (UI-ruimte).;Change and clean up;Wijzig en ruim op;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Wijzig en ruim op;
Streef naar ± 16 tekens (UI-ruimte).;Edit Recurrence;Wijzig herhaling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Wijzig herhaling;
Streef naar ± 98 tekens (UI-ruimte).;Do you want to apply the same date shift to all future occurrences of this recurring item?;Wil je dezelfde datumverschuiving toepassen op alle volgende voorkomens van dit terugkerende item?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Wil je dezelfde datumverschuiving toepassen op alle volgende voorkomens van dit terugkerende item?;
Streef naar ± 5 tekens (UI-ruimte).;White;Wit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Wit;
Streef naar ± 17 tekens (UI-ruimte).;Truncate Words;Woorden afsnijden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Woorden afsnijden;
Streef naar ± 48 tekens (UI-ruimte).;Repeats every year on the date above.;Wordt ieder jaar herhaald op de datum hierboven.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Wordt ieder jaar herhaald op de datum hierboven.;
Streef naar ± 64 tekens (UI-ruimte).;Repeats every three months from the next date.;Wordt iedere drie maanden herhaald vanaf de eerstvolgende datum.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Wordt iedere drie maanden herhaald vanaf de eerstvolgende datum.;
Streef naar ± 16 tekens (UI-ruimte).;Restore backup;Zet backup terug;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Zet backup terug;
Streef naar ± 100 tekens (UI-ruimte).;Want to bring something back? Tap the restore button to return the item to where it came from.;Wil je iets terugzetten? Tik op de terugzetknop om het item terug te plaatsen waar het vandaan kwam.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Zet een item terug naar waar het vandaan kwam met de terugzetknop.;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@ (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 17 tekens (UI-ruimte).;Restore to %@;Zet terug naar %@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Zet terug naar %@;
Streef naar ± 16 tekens (UI-ruimte).;Search Finished;Zoek in Afgerond;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Zoek in Afgerond;
Streef naar ± 6 tekens (UI-ruimte).;Search;Zoeken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Zoeken;
Streef naar ± 14 tekens (UI-ruimte).;Close search;Zoeken sluiten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Zoeken sluiten;
Streef naar ± 19 tekens (UI-ruimte).;Clear search;Zoekopdracht wissen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Zoekopdracht wissen;
Streef naar ± 6 tekens (UI-ruimte).;Sunday;Zondag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Zondag;
Streef naar ± 9 tekens (UI-ruimte). Mogelijk niet vertalen (merknaam/symbool/getal).;Forget It;Forget It;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;app.name;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 15 tekens (UI-ruimte).;in %lld days;over %lld dagen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;birthday.reminder.inDays;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 13 tekens (UI-ruimte).;in %lld day;over %lld dag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;birthday.reminder.inOneDay;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 27 tekens (UI-ruimte).;Has a birthday in %lld days;Is over %lld dagen jarig;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;birthday.status.birthdayInDays;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 26 tekens (UI-ruimte).;Has a birthday in %lld day;Is over %lld dag jarig;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;birthday.status.birthdayInOneDay;
Streef naar ± 20 tekens (UI-ruimte).;Has a birthday today;Is vandaag jarig;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;birthday.status.today;
